fid;ID;CD_GEOCODM;NM_MUNICIP;CODIGO;V8Mo;V8d;V8;V1;V2;V3;V4;V5;V6;V7;I_V1;CL_V1;I_V2;CL_V2;I_V3;CL_V3;I_V4;CL_V4;I_V5;CL_V5;I_V6;CL_V6;I_V7;CL_V7;I_V8;CL_V8;DB2001;HB2001;LTB2001;DBC2001;HBC2001;LTBC2001;DM2001_2009;HM2001_2009;LTM2001_2009;CMD20012009;CMH20012009;CMLT20012009
205;563;5219357;SANTA ISABEL;5219357;3592;1100;3,27;36,27;88,55;47,45;19,31;46,92;6,15;3,55;-0,010388746;0;0,225951566;0;-0,265991459;0;-0,027861247;0;-0,015269282;0;0,020139198;0;-0,008490904;0;-0,035563261;0;63,11662349;20,61033527;59,90722136;Baixo;MuitoAlto;Hiperendem;84,9227;59,741;15,3574;Baixo;Hiperendemico;MuitoAlto
206;564;5219407;SANTA RITA DO ARAGUAIA;5219407;5087;1505;3,38;13,95;89,9;11,56;16,9;50,64;9,67;15,61;2,204193823;0;-1,572058981;0;1,546085969;0;0,093200969;0;-0,003642224;0;-0,250809762;0;-0,612210244;0;-0,063784494;0;230,5393367;43,00564977;31,46717181;Alto;Hiperendem;Hiperendem;315,1754;42,301;20,1509;MuitoAlto;Hiperendemico;Hiperendemico
207;565;5219456;SANTA RITA DO NOVO DESTINO;5219456;3025;745;4,06;57,72;84,3;61,07;24,56;61,82;2,15;3,76;0,724427634;0;0,006199296;0;-0,15115911;0;0,323920818;0;0,336149402;0;0,056311457;0;0,103725045;0;0,218925653;0;11,72740737;22,49953701;45,18307032;Baixo;MuitoAlto;Hiperendem;68,5236;59,859;11,4237;Baixo;Hiperendemico;MuitoAlto
208;566;5219506;SANTA ROSA DE GOIÁS;5219506;3548;1080;3,29;47,41;95,19;35,46;17,85;29,08;8,36;6,3;0,155811367;0;0,638643775;0;-0,004903895;0;-0,000346958;0;-0,170086341;0;-0,064627832;0;0,048108169;0;0,016721384;0;91,11914328;55,27624922;22,28952679;Baixo;Hiperendem;Hiperendem;44,5957;67,311;4,2713;Baixo;Hiperendemico;Medio
209;567;5219605;SANTA TEREZA DE GOIÁS;5219605;4697;1333;3,52;19,43;80,2;47,26;17,77;59,94;12,43;10,5;-0,109578084;0;0,069944758;0;0,232523656;0;-0,000898574;0;0,411505288;0;0,687077682;0;0,135476478;0;0,005503263;0;274,8903914;89,20778318;18,25071002;Alto;Hiperendem;MuitoAlto;105,2011;102,03;5,4002;Medio;Hiperendemico;Alto
210;568;5219704;SANTA TEREZINHA DE GOIÁS;5219704;12015;3321;3,62;50,74;84,85;27,76;19,84;60,55;3,61;3,01;0,977127382;1;-0,20201147;0;-0,352787787;3;0,157987805;0;0,455429051;0;-0,673012851;3;-0,666705535;0;0,046671712;0;71,90760214;205,1136652;8,831865612;Baixo;Hiperendem;Alto;485,3434;230,157;10,1144;MuitoAlto;Hiperendemico;MuitoAlto
211;569;5219712;SANTO ANTÔNIO DA BARRA;5219712;4052;1112;3,64;33,72;71,49;25,27;25,4;52,5;7,64;10,07;0,004620745;0;0,07769564;0;0,457928388;2;-0,066102269;0;-0,015285033;0;-0,113175466;0;-0,092551972;0;0,015084112;0;123,0566944;111,4666552;19,7820274;Medio;Hiperendem;MuitoAlto;141,5517;88,468;9,6126;Medio;Hiperendemico;Alto
212;570;5219738;SANTO ANTÔNIO DE GOIÁS;5219738;3106;819;3,79;21,37;97,19;15,87;17,5;60,43;2,21;2,93;0,43246069;0;0,040147898;0;1,264462167;2;0,041751123;2;-0,136316855;0;0,60672178;2;0,219688321;0;0,079839787;0;241,9778326;75,75685611;3,269819652;Alto;Hiperendem;Medio;147,2217;86,126;4,3143;Medio;Hiperendemico;Medio
213;571;5219753;SANTO ANTÔNIO DO DESCOBERTO;5219753;51897;12995;3,99;36,41;96,01;46,78;20,24;60,12;10,19;16,61;0,186952168;1;-0,183006547;0;0,055634373;0;-0,070246714;0;0,388369337;0;0,008022932;0;0,603321156;0;0,631239241;1;13,04971876;13,98980968;3,722153388;Baixo;Alto;Medio;17,69;16,108;2,8688;Baixo;Alto;Medio
214;572;5219803;SÃO DOMINGOS;5219803;9636;2289;4,21;43,69;51,46;65,57;29,93;63,84;19,57;23,29;-0,052719803;0;0,37574035;0;1,789266199;1;3,563399031;1;1,358723514;1;4,649566741;1;5,267500013;1;1,565621212;1;14,22188283;10,22627413;45,92530723;Baixo;Alto;Hiperendem;14,7206;35,734;92,3697;Baixo;MuitoAlto;Hiperendemico
215;573;5219902;SÃO FRANCISCO DE GOIÁS;5219902;6028;1675;3,6;40,12;82,75;37,97;20,3;43,66;6,24;6,27;0,103031526;0;0,174574651;0;0,035139857;0;0,058566621;0;-0,096626587;0;0,034962143;0;0,202230389;0;0,026518683;0;22,24706364;122,7264991;2,100987876;Baixo;Hiperendem;Medio;40,3974;60,804;8,9369;Baixo;Hiperendemico;Alto
216;574;5220009;SÃO JOÃO D'ALIANÇA;5220009;6736;1677;4,02;31,31;83,48;38,22;19,82;66,45;9,41;12,28;-0,033963243;0;-0,101627185;0;0,206177245;1;0,210545855;0;1,22465905;1;0,79716182;1;0,989734778;1;1,218984934;1;5,252636854;44,64879643;24,46989719;Baixo;Hiperendem;Hiperendem;5,8987;32,072;9,9333;Baixo;MuitoAlto;Alto
217;575;5220058;SÃO JOÃO DA PARAÚNA;5220058;2024;633;3,2;38,55;18,48;38,86;15,48;23,37;4,29;3,79;-0,149969114;0;-0,826622164;0;-0,032958897;0;0,129073776;0;0,985147741;0;0,248426266;0;0,738569329;2;0,201784523;0;16,99795283;27,75874536;30,85804016;Baixo;MuitoAlto;Hiperendem;22,1893;52,479;16,3815;Baixo;Hiperendemico;MuitoAlto
218;576;5220108;SÃO LUÍS DE MONTES BELOS;5220108;26383;8019;3,29;17,28;61,4;19,62;13,77;45,34;4,77;5,94;0,684450973;0;-0,431692469;3;-0,012960322;0;0,031057879;0;0,112472605;0;-0,00114594;0;0,209985243;0;0,164455632;0;72,47595407;167,1675048;7,655179662;Baixo;Hiperendem;Alto;222,5837;101,182;5,4477;Alto;Hiperendemico;Alto
219;577;5220157;SÃO LUÍZ DO NORTE;5220157;4089;1132;3,61;67,05;84,19;42,23;22,09;64,27;7,6;10,78;1,469731459;1;0,027278683;0;0,352572509;1;0,076505395;0;0,187147346;0;-0,025046798;0;-0,154095396;0;0,024645407;0;78,19641479;127,8554213;2,785129757;Baixo;Hiperendem;Medio;197,4305;92,354;10,2327;Medio;Hiperendemico;MuitoAlto
220;578;5220207;SÃO MIGUEL DO ARAGUAIA;5220207;22793;6298;3,62;52,4;88,54;22,09;19,34;54,56;6,84;12,48;1,567469481;1;-0,120869254;0;-1,031245971;3;0,255506609;1;0,389869684;1;0,002797288;0;0,311777403;0;0,139594297;0;142,54255;286,9476328;76,89317805;Medio;Hiperendem;Hiperendem;353,8731;339,955;61,5446;MuitoAlto;Hiperendemico;Hiperendemico
221;579;5220264;SÃO MIGUEL DO PASSA QUATRO;5220264;3481;937;3,72;61,58;90,07;6009;11,62;11,37;1,94;5,55;0,03647304;0;0,374785769;0;-0,276303914;0;1,100302404;2;2,932230414;2;0,704735026;2;0,314464856;0;-0,044938649;0;10,19492421;20,60682558;3,074735029;Baixo;MuitoAlto;Medio;42,549;28,598;8,3651;Baixo;MuitoAlto;Alto
222;580;5220280;SÃO PATRÍCIO;5220280;1835;543;3,38;54,33;62,43;52,85;18,55;46,33;10,66;12,89;-0,733216594;0;-0,406345394;3;-0,152167692;0;-0,053974227;0;0,003548631;0;-0,061035737;0;-0,231919423;0;0,042051121;0;18,66945544;53,17373299;32,61580259;Baixo;Hiperendem;Hiperendem;46,225;47,92;12,3719;Baixo;Hiperendemico;MuitoAlto
223;581;5220405;SÃO SIMÃO;5220405;13552;4061;3,34;2,93;18,27;5,15;17,1;45,91;8,23;11,2;2,22377857;0;5,924194786;2;1,241162949;0;0,04678093;0;0,132468161;0;-0,098419926;0;-0,306476472;0;0,09134171;0;45,49512488;57,10847858;1,044997945;Baixo;Hiperendem;Medio;474,3537;49,569;4,128;MuitoAlto;Hiperendemico;Medio
224;582;5220454;SENADOR CANEDO;5220454;53105;14249;3,73;46,39;94,59;12,37;14,33;60,33;5,69;8,49;0,334688415;0;0,092436579;0;0,66330479;0;0,404413412;0;-0,512403436;4;0,131469183;2;0,005568217;0;0,06296472;0;366,6216545;66,53517843;3,706521788;MuitoAlto;Hiperendem;Medio;321,784;81,234;2,7641;MuitoAlto;Hiperendemico;Medio
225;583;5220504;SERRANÓPOLIS;5220504;6447;1959;3,29;42,73;81,83;42,78;18,6;43,97;5,77;4,75;-0,151081019;0;-0,272840114;4;-0,089662019;0;-0,097144643;0;-0,008322759;0;0,092637444;2;0,480982644;2;-0,010487225;0;36,6908559;37,35557638;14,52790262;Baixo;MuitoAlto;MuitoAlto;88,4718;36,611;28,7222;Baixo;MuitoAlto;Hiperendemico
226;584;5220603;SILVÂNIA;5220603;20339;5731;3,55;46,92;81,96;47,37;13,77;22,09;4,99;8,29;0,474002449;1;0,010764519;0;0,025300253;0;0,628176043;2;1,873485492;2;0,181957887;2;0,028619673;2;-0,054833737;0;18,58850128;5,959871798;5,896681036;Baixo;Medio;Alto;19,4066;13,766;7,1315;Baixo;Alto;Alto
227;585;5220686;SIMOLÂNDIA;5220686;6219;1500;4,15;12,6;82,4;41,13;26,88;77,48;17,59;15,6;1,175750893;0;-0,038337461;0;0,382670447;0;3,116054471;1;2,609431725;1;5,122631602;1;3,133707357;1;1,519720848;1;67,27772613;60,5095297;26,96946477;Baixo;Hiperendem;Hiperendem;338,8777;93,182;10,6529;MuitoAlto;Hiperendemico;MuitoAlto
228;586;5220702;SÍTIO D'ABADIA;5220702;2681;636;4,22;43,71;43,08;90,25;30,16;62,19;12,3;24,21;-0,060973182;0;0,708442284;0;5,480056995;1;4,527649491;1;1,223626564;1;2,82183495;1;6,669953917;1;2,130926413;1;13,29734099;44,28730433;3,691398465;Baixo;Hiperendem;Medio;15,1665;37,281;11,3578;Baixo;MuitoAlto;MuitoAlto
229;587;5221007;TAQUARAL DE GOIÁS;5221007;3587;1109;3,23;35,26;90,35;34,08;17,3;42,87;9,96;11;0,003801848;0;0,418272715;0;-0,004576712;0;0,006934577;0;0,106497782;0;-0,075876367;0;-0,186322716;0;0,066790463;0;1247,469183;38,03721009;3,111270793;Hiperendem;MuitoAlto;Medio;251,3425;56,416;2,0553;Alto;Hiperendemico;Medio
230;588;5221080;TERESINA DE GOIÁS;5221080;2585;625;4,14;31,84;63,68;31,84;29,78;88,32;18,16;19,52;-0,045983204;0;0,517590574;2;-0,140725298;3;4,440356288;1;3,609550172;1;4,206750823;1;4,301397199;1;1,350779929;1;13,00128239;23,93234321;3,636817976;Baixo;MuitoAlto;Medio;32,9232;25,968;13,6416;Baixo;MuitoAlto;MuitoAlto
231;589;5221197;TEREZÓPOLIS DE GOIÁS;5221197;5083;1336;3,8;39;90,57;21,48;21,8;59,1;4,91;5,46;-0,265313562;0;0,128255929;0;1,018699071;2;-0,500719481;0;0,217812623;0;0,281689073;2;0,058624693;0;0,248430597;0;43,40761253;95,02741686;2,320856862;Baixo;Hiperendem;Medio;132,2221;64,773;6,0032;Medio;Hiperendemico;Alto
232;590;5221304;TRÊS RANCHOS;5221304;2831;870;3,25;34,14;95,63;22,99;12;45,55;7,02;9,31;-0,012936178;0;-0,172040521;0;0,517659463;0;1,572654353;2;0,192547038;0;-0,060641712;0;-0,060402481;0;0,076883095;0;364,9916026;23,22053671;3,514769842;MuitoAlto;MuitoAlto;Medio;116,5204;26,155;7,1332;Medio;MuitoAlto;Alto
233;591;5221403;TRINDADE;5221403;81457;22134;3,68;30,43;61,54;7,18;13,96;43,02;4,92;10,41;0,039094452;0;-0,060746389;0;0,897311038;2;0,238019617;0;0,041804025;0;0,162343062;2;-0,148469284;0;0,075320678;0;261,3600819;88,17724353;2,486310673;Alto;Hiperendem;Medio;252,8097;82,457;1,8494;Alto;Hiperendemico;Medio
234;592;5221452;TROMBAS;5221452;3434;949;3,62;29,93;81,56;47,21;19,22;67,03;9,23;9,17;0,054236292;0;-0,050101301;0;0,224153653;0;-0,008560781;0;0,63710716;0;1,079209854;1;0,133959578;1;0,111717522;0;10,76742301;38,96946067;22,88640407;Baixo;MuitoAlto;Hiperendem;56,4798;79,856;42,8262;Baixo;Hiperendemico;Hiperendemico
235;593;5221502;TURVÂNIA;5221502;5134;1589;3,23;28,07;89,49;31,4;16,91;23,91;4,26;4,22;0,1447253;0;-0,023932329;0;0,057327064;0;0,072838973;0;0,738521488;0;0,101063292;0;0,409961055;0;0,15554336;0;26,03967988;164,7254;2,380412041;Baixo;Hiperendem;Medio;60,3217;123,334;4,7429;Baixo;Hiperendemico;Medio
236;594;5221551;TURVELÂNDIA;5221551;3524;959;3,67;36,6;76,02;37,33;23,34;40,89;9,61;7,51;-0,057228681;0;0,01523872;0;-0,216984671;4;0,327530451;0;-0,015313526;0;-0,401592109;4;0,08597714;0;-0,012528634;0;9,9194113;36,97450608;3,014778918;Baixo;MuitoAlto;Medio;45,2887;58,288;18,0894;Baixo;Hiperendemico;MuitoAlto
237;595;5221577;UIRAPURU;5221577;3043;822;3,7;43,67;34,67;44,4;23,73;53,63;12,94;12,9;0,77117875;1;0,470947311;0;0,429147831;1;0,832590945;1;0,23379536;1;0,730076074;0;-0,052292464;0;0,235178059;1;7825,840346;134,632475;192,375946;Hiperendem;Hiperendem;Hiperendem;915,6995;105,501;74,2927;MuitoAlto;Hiperendemico;Hiperendemico
238;596;5221601;URUAÇU;5221601;33530;9351;3,59;35,16;80,3;23,84;16,9;55,25;7,48;11,29;0,086670677;1;-0,047659592;0;-0,625995043;3;-0,044426697;0;0,323487019;1;-0,000866029;0;-0,131742767;0;0,051122465;0;520,5958226;106,7876311;43,08862425;MuitoAlto;Hiperendem;Hiperendem;432,9786;87,525;29,3717;MuitoAlto;Hiperendemico;Hiperendemico
239;597;5221700;URUANA;5221700;13938;4097;3,4;25,65;86,8;29,05;15,31;34,28;4,8;7,96;0,343833594;0;0,283476108;1;0,079402499;0;0,113575334;0;-0,143415197;0;0,110320115;0;0,016976477;0;-0,004802867;0;73,18633454;13,57364822;26,52906612;Baixo;Alto;Hiperendem;78,5372;54,458;42,4786;Baixo;Hiperendemico;Hiperendemico
240;598;5221809;URUTAÍ;5221809;3104;954;3,25;32,18;87;30,4;12,37;45,7;2,98;8,91;0,072795276;0;-0,085806394;0;0,050909153;0;1,164597643;2;0,244101655;2;0,617459642;2;-0,051144485;4;0,079457329;0;70,94434743;22,18603548;44,47675451;Baixo;MuitoAlto;Hiperendem;83,613;37,913;9,0863;Baixo;MuitoAlto;Alto
241;599;5221858;VALPARAÍSO DE GOIÁS;5221858;94856;24551;3,86;57,04;72,99;7,23;11,9;57,47;5,84;10,73;-0,394686608;0;0,119060543;2;1,514535888;2;1,018042095;2;0,246876406;0;0,035828876;0;0,132196882;0;0,538127269;1;119,6038484;8,056289281;1,147231671;Medio;Medio;Medio;39,8623;16,371;1,5336;Baixo;Alto;Medio
242;600;5221908;VARJÃO;5221908;3519;1102;3,19;44,1;93,19;40,93;20,14;49,21;3,34;3,18;0,23763161;0;0,097557049;0;0,0835559;0;-0,143255966;0;0,000697547;0;0,47487376;2;0,845340015;2;0,009307409;0;10,33711432;55,15278856;3,105319312;Baixo;Hiperendem;Medio;41,2023;47,465;4,2873;Baixo;Hiperendemico;Medio
243;601;5222005;VIANÓPOLIS;5222005;11300;3165;3,57;36,65;93,52;30,43;14,87;42,49;3,94;6,41;0,051520832;0;0,531874263;1;-0,062669162;0;0,639578553;2;0,69223673;2;0,422048086;2;0,210108543;0;-0,004732927;0;3,268536378;15,91912313;16,2695228;Baixo;Alto;MuitoAlto;34,4152;27,731;6,3736;Baixo;MuitoAlto;Alto
244;602;5222054;VICENTINÓPOLIS;5222054;6015;1717;3,5;17,18;77,93;18,75;17,48;29,01;6,56;10,25;0,020068131;0;0,072165842;0;0,600380389;2;0,020011402;0;0,698412015;0;0,006190456;2;-0,196794415;4;-0,012120933;0;21,89200275;180,6339898;2,073879135;Baixo;Hiperendem;Medio;89,3114;99,155;1,3116;Baixo;Hiperendemico;Medio
245;603;5222203;VILA BOA;5222203;3287;785;4,19;14,01;76,82;32,99;27,57;75,06;11,28;10,06;-0,628594997;0;0,004287654;0;-0,043082687;0;1,228395523;0;2,106056252;1;1,596584198;1;0,643087955;1;2,642111409;1;66,88624794;39,0589917;3,204626265;Baixo;MuitoAlto;Medio;55,3976;69,917;4,7006;Baixo;Hiperendemico;Medio
246;604;5222302;VILA PROPÍCIO;5222302;4492;1164;3,86;64,35;69,67;72,59;28,97;54,41;7,42;15,81;1,219413596;0;0,016646596;0;0,803028994;0;1,301937382;0;0,131310245;0;0,0301782;0;0,67943243;0;0,293118172;0;49,71291289;17,56233934;2,577717426;Baixo;Alto;Medio;78,7772;114,139;15,5594;Baixo;Hiperendemico;MuitoAlto
247;605;5300108;BRASILIA;5300108;2051146;547656;3,75;11,32;9,59;3,86;8,82;49,92;3,14;7,02;-0,765258203;0;-0,783398932;0;0,226794556;0;0,275668131;0;0,041808524;1;-0,163740336;0;-0,258580669;3;0,42196212;1;75,29228274;17,25003603;2,437263086;Baixo;Alto;Medio;48,5247;14,481;1,9764;Baixo;Alto;Medio
1;359;5200050;ABADIA DE GOIÁS;5200050;2132;6858;3,22;25,47;64,59;10,65;8,01;56,63;27,39;8,82;0,022096629;0;0,30172998;2;0,883709369;2;1,315538319;2;0,005851563;0;0,359025346;2;0,241077557;0;0,405886651;0;951,5225808;77,85967771;1,571991421;MuitoAlto;Hiperendem;Medio;862,9798;67,298;2,9939;MuitoAlto;Hiperendemico;Medio
2;360;5200100;ABADIÂNIA;5200100;4637;15299;3,3;27,35;21,05;24,74;10,66;56,06;32,48;10,24;-0,026320593;0;0,239927418;0;0,079624898;0;0,273350195;0;0,042925212;0;0,001348381;0;0,044171372;0;0,506533835;0;89,48563149;3,534078292;0,768823021;Baixo;Medio;Baixo;459,4301;16,557;0,559;MuitoAlto;Alto;Baixo
3;361;5200134;ACREÚNA;5200134;6427;20029;3,12;40,14;82,42;8,96;15,13;60,45;30,25;9,46;-0,299819651;0;-0,027191312;0;0,355927243;0;0,170853638;0;0,037680038;0;0,135621802;0;0,223622476;2;-0,027603143;0;1267,452834;144,2910662;5,172127291;Hiperendem;Hiperendem;Alto;1149,9662;75,858;3,7825;Hiperendemico;Hiperendemico;Medio
4;362;5200159;ADELÂNDIA;5200159;844;2460;2,91;14,81;77,01;11,85;14,16;58,18;31,28;9,24;0,751815539;2;-0,026116483;0;0,19575813;0;-0,136296791;0;-0,0206703;0;0,071994362;0;0,196695475;0;0,631788418;2;84,57595431;63,6053802;3,24545985;Baixo;Hiperendem;Medio;449,7524;73,491;4,673;MuitoAlto;Hiperendemico;Medio
5;363;5200175;ÁGUA FRIA DE GOIÁS;5200175;1594;4985;3,13;48,31;98,81;47,8;15,11;63,56;48,56;23,9;0,070036858;0;0,169305753;0;0,690728392;0;0,145335118;0;0,669533216;1;1,372200139;1;1,13572896;0;0,498175349;1;119,1391959;83,51947373;31,6988899;Medio;Hiperendem;Hiperendem;587,283;51,279;32,3041;MuitoAlto;Hiperendemico;Hiperendemico
6;364;5200209;ÁGUA LIMPA;5200209;734;2007;2,73;30,93;93,05;27,38;9,91;44,41;29,29;8,04;-0,208892351;4;-0,553228662;0;-0,348050063;4;0,749593359;2;1,81261529;2;0,292167096;2;0,322292934;0;0,808378972;0;2390,964954;16,87788013;3,664475761;Hiperendem;Alto;Medio;939,5056;17,017;2,5512;MuitoAlto;Alto;Medio
7;365;5200258;ÁGUAS LINDAS DE GOIÁS;5200258;44228;158976;3,59;13,14;81,15;6,22;9,7;67,34;38,52;13,43;0,124608106;0;-0,333290176;0;0,574298203;0;0,681568736;0;0,456458158;0;0,047246933;0;0,021856625;0;3,561141618;1;169,9170847;14,03457188;0,082960654;Medio;Alto;Baixo;679,3745;21,431;0,4437;MuitoAlto;MuitoAlto;Baixo
8;366;5200308;ALEXÂNIA;5200308;7409;23704;3,2;29,07;81,85;15,14;12,14;59,33;39,44;15,87;0,048437215;0;-0,247105687;0;-0,110040132;0;0,07902295;0;0,029124458;0;0,15843344;0;-0,004168864;0;0,826752566;1;63,44756514;18,1268353;0,524988959;Baixo;Alto;Baixo;709,7123;22,824;2,2749;MuitoAlto;MuitoAlto;Medio
9;367;5200506;ALOÂNDIA;5200506;800;2047;2,56;16,5;77,63;13,5;13,55;47,68;25,38;9,5;0,4992887;0;-0,237753212;4;0,436831975;0;-0,090427136;0;1,047627806;2;0,68217685;2;0,273359595;2;1,852875971;0;55,06517393;16,73075657;3,632611613;Baixo;Alto;Medio;369,6905;18,421;2,4972;MuitoAlto;Alto;Medio
10;368;5200555;ALTO HORIZONTE;5200555;1453;4500;3,1;14,59;98;14,59;12,99;67,46;27,87;8,12;-0,841119057;0;-0,080638216;0;-0,425219825;0;0,023075713;0;0,879543166;1;-0,445687511;3;-0,371568223;0;-0,02866874;0;1223,429854;124,171147;2,176869414;Hiperendem;Hiperendem;Medio;693,0026;46,838;10,3032;MuitoAlto;Hiperendemico;MuitoAlto
11;369;5200605;ALTO PARAÍSO DE GOIÁS;5200605;2110;6794;3,22;21,75;53,03;18,96;12,82;65,88;36,3;15,36;-0,131592298;0;-0,560663605;3;-0,226176326;3;0,033731165;1;1,552477771;1;0,527240826;1;0,745117753;1;1,111460585;1;16,87854578;7,233389188;119,2184177;Baixo;Medio;Hiperendem;498,4085;18,772;148,783;MuitoAlto;Alto;Hiperendemico
12;370;5200803;ALVORADA DO NORTE;5200803;2410;8061;3,34;16,27;77,18;17,59;18,32;73,33;47,43;21,78;-0,396927486;0;0,076845419;0;-0,404037903;3;2,464641301;1;2,429835945;1;3,582231613;1;3,464151895;1;2,61535119;1;3168,589902;47,47101676;1,374060507;Hiperendem;Hiperendem;Medio;680,2107;92,191;3,3959;MuitoAlto;Hiperendemico;Medio
13;371;5200829;AMARALINA;5200829;1091;3434;3,15;65,72;65,72;61,41;15,83;72,95;59,58;31,44;1,818447952;0;0,024540329;0;2,266611776;1;0,832407377;1;1,314388475;1;1,765494696;0;0,794182797;0;-0,087329783;0;147,3639758;51,755739;22,40437737;Medio;Hiperendem;Hiperendem;289,1764;36,472;6,3982;Alto;MuitoAlto;Alto
14;372;5200852;AMERICANO DO BRASIL;5200852;1922;5488;2,86;20,34;98,44;12,75;14,72;55,99;34,91;15,56;0,158441891;0;-0,220112614;0;0,074605719;0;-0,203614398;0;0,085789667;0;-0,111540706;0;-0,227050061;0;0,30757276;0;843,2135235;64,66967083;57,86151091;MuitoAlto;Hiperendem;Hiperendem;632,0928;52,314;11,3499;MuitoAlto;Hiperendemico;MuitoAlto
15;373;5200902;AMORINÓPOLIS;5200902;1286;3529;2,74;27,29;90,44;32,04;17,56;50,04;31,03;11,98;-0,002906557;0;0,364374543;0;0,426858128;0;-0,059931894;0;0,562122501;0;0,043335976;0;0,007264324;0;2,059155982;2;140,0625019;30,84036271;21,62239692;Medio;MuitoAlto;Hiperendem;1309,2755;33,87;7,4916;Hiperendemico;MuitoAlto;Alto
16;374;5201108;ANÁPOLIS;5201108;104258;333280;3,2;16,32;40,56;1,79;6,65;52,43;23,24;7,01;-0,350133521;0;0,009697819;0;-0,062823829;0;0,376309562;0;0,205669287;0;-0,055469772;0;0,060390244;0;0,392917036;1;1571,436362;31,66830071;1,821878498;Hiperendem;MuitoAlto;Medio;1293,1161;20,785;1,9682;Hiperendemico;MuitoAlto;Medio
17;375;5201207;ANHANGUERA;5201207;350;1010;2,89;6,86;89,43;8,57;3,34;52,25;15,71;3,71;1,130885802;0;-0,734785092;0;0,349401378;0;3,218274451;0;1,072766221;2;1,361585611;0;0,946811102;0;0,790648743;0;196,9405168;61,05073358;42,73054435;Medio;Hiperendem;Hiperendem;947,1127;42,64;6,6897;MuitoAlto;Hiperendemico;Alto
18;376;5201306;ANICUNS;5201306;6825;20120;2,95;18,24;40,82;15,68;10,06;55,26;27,91;10,36;0,479670347;2;-0,569399655;0;0,16990729;0;-0,004450243;0;0,108899484;0;0,096149632;0;0,062972852;0;0,343632757;2;158,0333424;62,16805004;0,610202228;Medio;Hiperendem;Baixo;626,5347;37,295;1,2148;MuitoAlto;MuitoAlto;Medio
19;377;5201405;APARECIDA DE GOIÂNIA;5201405;136382;452879;3,32;42,5;63,29;0,55;7,39;61,58;23,85;7,17;0,24043225;0;0,088839372;0;1,249515691;2;1,64116456;2;-0,110755059;0;0,62940207;2;0,401800204;2;0,691897178;0;2176,986888;69,88210224;3,090200438;Hiperendem;Hiperendem;Medio;2346,3663;47,668;1,5982;Hiperendemico;Hiperendemico;Medio
20;378;5201454;APARECIDA DO RIO DOCE;5201454;818;2417;2,95;23,59;32,52;11,86;13,39;58,38;31,05;12,96;0,194206508;0;2,778786456;2;0,387539045;0;-0,179962156;4;-0,056440515;4;0,221245086;2;-0,112248478;4;-0,098669749;0;999,1531291;89,01917349;3,285339191;MuitoAlto;Hiperendem;Medio;611,882;32,979;12,3392;MuitoAlto;MuitoAlto;MuitoAlto
21;379;5201504;APORÉ;5201504;1262;3778;2,99;33,28;72,27;33,91;13,33;55,48;25,04;6,34;-0,038332414;0;0,03795391;2;-0,039390283;0;-0,106439133;0;0,115552341;0;0,951843653;2;0,712623603;2;-0,053647344;0;3416,932455;29,68342601;2,454218391;Hiperendem;MuitoAlto;Medio;1543,8371;18,189;4,9129;Hiperendemico;Alto;Medio
22;380;5201603;ARAÇU;5201603;1299;3794;2,92;13,63;93,23;9,62;14,82;54,89;34,03;11,39;0,461031047;0;-0,423148445;0;0,418468627;0;-0,19183136;0;0,134897254;0;-0,05749172;0;0,05360539;0;0,056166039;0;805,2062628;103,7357149;2,465989007;MuitoAlto;Hiperendem;Medio;351,5779;36,963;2,8743;MuitoAlto;MuitoAlto;Medio
23;381;5201702;ARAGARÇAS;5201702;5703;17912;3,14;4,51;96,02;4,45;9,63;66,79;28,16;8,78;-2,855533641;3;0,683408377;0;-2,046275248;3;-0,420978396;0;0,174873937;0;-0,364526823;0;-0,487581108;0;-0,250068705;0;2501,423956;183,6493377;35,76480622;Hiperendem;Hiperendem;Hiperendem;658,4229;65,563;47,4207;MuitoAlto;Hiperendemico;Hiperendemico
24;382;5201801;ARAGOIÂNIA;5201801;2693;8352;3,1;43,97;97,88;12,18;11,22;55,27;29,86;11,07;0,255312973;0;-0,550150766;0;0,477604364;2;0,379031379;2;0,062704285;0;0,214322257;2;0,096443976;2;0,048611029;0;403,8686769;66,12858288;1,33535496;MuitoAlto;Hiperendem;Medio;794,456;45,985;4,0664;MuitoAlto;Hiperendemico;Medio
25;383;5202155;ARAGUAPAZ;5202155;2568;7456;2,9;38,94;47,55;28,82;17,45;66,14;34,66;12,77;0,31013185;0;-0,744137271;3;0,102425863;0;0,306262043;0;0,207845054;0;0,002700145;0;-0,017695875;0;0,248125042;0;1226,051492;72,36521008;165,4117357;Hiperendem;Hiperendem;Hiperendem;988,6026;39,441;75,8394;MuitoAlto;MuitoAlto;Hiperendemico
26;384;5202353;ARENÓPOLIS;5202353;1200;3270;2,73;35;70;28,5;13,88;56,55;35,33;13,08;0,144744831;0;-0,056302517;0;0,262941272;0;-0,006491937;0;0,05458369;0;-0,049412576;0;-0,042355091;0;1,36332799;2;153,7588276;53,29627348;63,76924057;Medio;Hiperendem;Hiperendem;691,6516;41,222;16,965;MuitoAlto;Hiperendemico;MuitoAlto
