fid;ID;CD_GEOCODM;NM_MUNICIP;CODIGO;V8Mo;V8d;V8;V1;V2;V3;V4;V5;V6;V7;I_V1;CL_V1;I_V2;CL_V2;I_V3;CL_V3;I_V4;CL_V4;I_V5;CL_V5;I_V6;CL_V6;I_V7;CL_V7;I_V8;CL_V8;DB2001;HB2001;LTB2001;DBC2001;HBC2001;LTBC2001;DM2001_2009;HM2001_2009;LTM2001_2009;CMD20012009;CMH20012009;CMLT20012009
166;524;5215207;NOVO BRASIL;5215207;1332;3501;2,63;27,4;94,59;28,15;12,77;50,18;26,43;8,26;-0,003018348;0;-0,160492573;0;0,185803512;0;0,000814305;0;0,131141688;0;0,179067117;0;0,185522207;0;2,109517849;2;310,1540183;50,82991395;2,594742554;MuitoAlto;Hiperendem;Medio;1037,1616;42,94;1,9387;Hiperendemico;Hiperendemico;Medio
167;525;5215231;NOVO GAMA;5215231;26513;94944;3,58;12,08;60,96;4,78;9,62;69,3;37,07;14,13;0,295849982;0;0,633522849;2;1,242049971;2;1,088000563;2;0,513712783;0;-0,143126177;0;-0,053759892;0;4,178772052;1;229,4157759;16,15706347;4,277001799;Alto;Alto;Medio;913,0554;11,116;1,3189;MuitoAlto;Alto;Medio
168;526;5215256;NOVO PLANALTO;5215256;1340;3939;2,94;36,04;88,66;37,46;18,77;74,8;46,64;22,76;0,444002323;0;-0,116095699;0;0,09849494;0;0,588887548;0;1,012585383;0;0,760760078;0;0,315259836;0;-0,048854976;0;870,7413081;118,533608;2,391865048;MuitoAlto;Hiperendem;Medio;181,4597;55,878;16,541;Medio;Hiperendemico;MuitoAlto
169;527;5215306;ORIZONA;5215306;4867;14258;2,93;47,28;90,55;23,51;7,83;37,92;26,01;8,3;-0,175376572;0;-0,146749496;0;-0,036458001;0;1,352942402;2;1,253546716;0;0,372977649;0;0,273700786;0;-0,182332768;0;814,9220406;10,14000106;13,39572091;MuitoAlto;Alto;MuitoAlto;361,9292;10,837;5,4256;MuitoAlto;Alto;Alto
170;528;5215405;OURO VERDE DE GOIÁS;5215405;1334;4034;3,02;34,71;98,58;32,01;10,62;52,48;37,11;15,22;-0,128347303;0;-0,176081813;0;-0,512675881;4;0,362527282;2;0,313881854;0;-0,110358642;0;-0,211851601;0;-0,078355688;0;295,0027988;10,83795122;2,35520391;Alto;Alto;Medio;404,1089;16,456;7,0434;MuitoAlto;Alto;Alto
171;529;5215504;OUVIDOR;5215504;1820;5449;2,99;16,43;94,73;9,84;6,75;34,55;21,87;6,87;0,414827406;0;-0,194347672;0;0,363934164;0;1,57174974;2;3,693682892;2;1,269925049;2;0,621828202;2;0,1878607;0;201,9564619;8,68354196;1,887628318;Alto;Medio;Medio;1762,4684;16,467;5,321;Hiperendemico;Alto;Alto
172;530;5215603;PADRE BERNARDO;5215603;8042;27400;3,41;42,66;76,26;31,43;15,47;68,66;45,4;18,78;0,730573397;0;-0,025994309;0;0,326090814;0;0,184740255;0;0,998957125;1;0,959702078;0;0,665818567;0;1,795237827;1;123,0336069;445,5387529;3,865916031;Medio;Hiperendem;Medio;1269,4854;94,811;7,6507;Hiperendemico;Hiperendemico;Alto
173;531;5215652;PALESTINA DE GOIÁS;5215652;1114;3312;2,97;39,86;94,61;35,1;8,74;44,53;27,02;7,18;0,548714147;0;-0,05865115;0;0,819807413;0;-0,329976816;0;0,205606292;0;-0,065764018;0;0,063302908;0;0,499995003;2;2080,848651;32,22568253;82,37548891;Hiperendem;MuitoAlto;Hiperendem;1650,5827;21,914;38,1679;Hiperendemico;MuitoAlto;Hiperendemico
174;532;5215702;PALMEIRAS DE GOIÁS;5215702;7730;23239;3,01;36,91;36,92;17,49;9,59;52,23;25,9;7,21;-0,4121311;4;0,054511021;0;0,106353618;0;0,158355978;0;0,011968818;0;0,149319418;0;0,225619496;0;0,063846879;0;1119,467652;58,55040729;0,535396605;Hiperendem;Hiperendem;Baixo;1358,5754;31,325;0,7382;Hiperendemico;MuitoAlto;Baixo
175;533;5215801;PALMELO;5215801;784;2279;2,91;8,67;41,07;4,72;9,55;52,76;24,23;8,67;-0,562921224;0;-0,232367932;0;-0,782626209;0;0,380019647;0;0,655133629;2;0,537634961;0;0,306597667;0;0,336765229;0;3016,892631;40,70054321;3,363028293;Hiperendem;Hiperendem;Medio;1434,3495;31,501;2,3127;Hiperendemico;MuitoAlto;Medio
176;534;5215900;PALMINÓPOLIS;5215900;1275;3541;2,78;25,41;70,9;23,29;12,24;47,15;26,04;7,53;0,018898461;0;0,064445928;2;-0,008823715;0;0,051975143;0;0,58681587;0;0,272226839;0;0,301152952;0;0,997174179;2;141,8289086;11,83860042;2,572275518;Medio;Alto;Medio;520,8896;21,499;4,1798;MuitoAlto;MuitoAlto;Medio
177;535;5216007;PANAMÁ;5216007;980;2649;2,7;26,43;99,29;24,9;15,18;46,16;25,41;7,86;0,038739761;0;-0,890401105;0;-0,259441724;4;-0,576054066;4;1,214482652;2;0,747123731;2;0,410961951;0;0,12835966;0;838,8625619;14,27344487;3,100200261;MuitoAlto;Alto;Medio;1291,2435;17,673;2,1717;Hiperendemico;Alto;Medio
178;536;5216304;PARANAIGUARA;5216304;3066;9006;2,94;8,55;9,69;8,19;13,77;50,38;24,85;7,89;0,981936864;0;5,31454345;2;0,536152031;0;-0,150540623;0;0,837275635;2;1,039137733;2;0,578119039;2;0,05143196;0;566,7637205;15,02127539;10,540895;MuitoAlto;Alto;MuitoAlto;1047,1858;14,368;7,0766;Hiperendemico;Alto;Alto
179;537;5216403;PARAÚNA;5216403;3511;10709;3,05;25,63;36,43;24,69;11,29;51,27;29,17;8,54;0,007565482;0;-0,101181951;0;-0,030496591;0;-0,012305056;0;0,18119583;0;0,133595179;0;0,22655246;0;0,010761472;2;778,0893081;133,0517642;17,07479817;MuitoAlto;Hiperendem;MuitoAlto;1121,6283;46,367;12,7856;Hiperendemico;Hiperendemico;MuitoAlto
180;538;5216452;PEROLÂNDIA;5216452;929;2929;3,15;42,09;79,12;36,28;13,57;69,59;33,05;11,19;-0,996921932;0;-0,445850603;4;-0,660353074;0;-0,162421456;0;-0,164266204;0;-0,031438806;4;0,069071231;0;0,139140846;0;3068,49195;13,41897363;2,914976426;Hiperendem;Alto;Medio;1571,1774;24,838;7,0992;Hiperendemico;MuitoAlto;Alto
181;539;5216809;PETROLINA DE GOIÁS;5216809;3281;10167;3,1;37,24;92,56;30,75;10,09;51,38;31,06;8,96;-0,212309503;0;-0,031956363;0;-0,241831466;0;0,168237065;0;0,202809308;0;0,033028895;0;0,139895048;0;-0,003468816;0;69,16232936;13,55092687;1,121404221;Baixo;Alto;Medio;327,9935;17,8;1,6605;MuitoAlto;Alto;Medio
182;540;5216908;PILAR DE GOIÁS;5216908;901;2730;3,03;54,38;98,22;57,38;12,53;64,7;39,4;13,43;1,210786525;1;0,383585882;0;0,070968457;0;-0,005655193;0;0,474062764;1;0,45083241;1;0,090068161;0;0,013588247;0;111,2425331;13,98102353;25,75325249;Medio;Alto;Hiperendem;386,2148;27,57;12,832;MuitoAlto;MuitoAlto;MuitoAlto
183;541;5217104;PIRACANJUBA;5217104;8461;23859;2,82;33,79;68,4;17,09;9,98;49,34;23,85;6,82;0,125700944;0;-0,00353242;0;0,022727461;0;0,462592145;2;0,910283126;2;0,576026578;2;0,446085191;2;0,680029109;2;1484,997285;41,36470566;0,520796263;Hiperendem;Hiperendem;Baixo;674,5482;31,626;2,0901;MuitoAlto;MuitoAlto;Medio
184;542;5217203;PIRANHAS;5217203;4015;11114;2,77;20,85;98,41;18,78;13,89;59,11;31,91;10,68;-0,099163487;0;-0,021260663;0;-0,061567706;0;0,153540973;0;0,016262054;0;-0,016513327;0;-0,031267171;0;1,207509551;2;318,5812054;128,8419871;39,78335604;MuitoAlto;Hiperendem;Hiperendem;489,3278;70,838;21,9965;MuitoAlto;Hiperendemico;Hiperendemico
185;543;5217302;PIRENÓPOLIS;5217302;7265;22825;3,14;28;66,77;16,45;11,3;51,22;31,22;10,46;0,000860418;0;0,03392454;0;-0,073118434;0;0,060334441;0;-0,135515952;0;-0,019947266;0;-0,000819566;0;0,268404042;1;65,5386004;42,98632473;12,68641403;Baixo;Hiperendem;MuitoAlto;1310,4636;32,887;9,9025;Hiperendemico;MuitoAlto;Alto
186;544;5217401;PIRES DO RIO;5217401;9367;28635;3,06;7,22;57,46;5,88;7,98;43,2;23,06;6,94;-0,211564306;0;0,049794486;0;0,020812081;0;1,127915739;2;1,497363796;2;0,670185394;2;0,45642434;2;-0,013426073;0;1446,178089;21,81603515;10,33294907;Hiperendem;MuitoAlto;MuitoAlto;1318,4299;14,601;3,2318;Hiperendemico;Alto;Medio
187;545;5217609;PLANALTINA;5217609;22840;81333;3,56;14,8;75,02;11,48;12,19;69,85;38,7;14,13;-0,378510587;0;-0,028307859;0;-0,395999477;0;-0,004105759;0;0,855763877;0;0,384104663;0;0,191679778;0;2,111792708;1;461,6649984;10,34873887;3,764270585;MuitoAlto;Alto;Medio;487,1627;13,474;3,5959;MuitoAlto;Alto;Medio
188;546;5217708;PONTALINA;5217708;6062;17032;2,81;26,53;58,25;16,91;13,67;50,39;26,97;8,78;0,03948563;0;-0,047062214;0;0,110758099;0;-0,114303875;0;0,71708996;2;0,400445742;2;0,258796088;2;0,973417224;2;2803,5853;56,64220002;0,71305207;Hiperendem;Hiperendem;Baixo;491,4795;47,262;0,5607;MuitoAlto;Hiperendemico;Baixo
189;547;5218003;PORANGATU;5218003;13452;42194;3,14;21,01;90,1;14,91;10,98;64,25;33,65;11,37;-0,61594269;3;-0,05239944;0;-0,675535638;3;-0,552030579;3;0,692592665;1;0,160961849;1;-0,180212991;3;-0,065346057;0;1105,43375;169,6432029;29,854642;Hiperendem;Hiperendem;Hiperendem;846,2609;92,705;14,5997;MuitoAlto;Hiperendemico;MuitoAlto
190;548;5218052;PORTEIRÃO;5218052;1068;3312;3,1;18,82;95,04;12,36;12,07;61,1;18,82;5,15;0,466490177;0;0,353230549;0;0,455817307;2;-0,104465762;0;0,001280091;0;0,828037865;0;0,506162088;0;0,016691124;0;267,1698198;32,45244098;2,682742307;Alto;MuitoAlto;Medio;1326,6007;39,882;8,1711;Hiperendemico;MuitoAlto;Alto
191;549;5218102;PORTELÂNDIA;5218102;1236;3832;3,1;31,8;98,06;18,37;13,71;51,68;27,83;9,95;-0,455198121;4;-2,57484457;4;0,22963077;0;-0,298440758;0;0,281056719;0;0,530034494;0;0,201479834;0;0,248530432;0;896,0287485;11,23649201;38,9706862;MuitoAlto;Alto;Hiperendem;1335,4844;25,118;24,3683;Hiperendemico;MuitoAlto;Hiperendemico
192;550;5218300;POSSE;5218300;8988;31249;3,48;22,53;50,97;27,02;15,76;70,17;46,6;21,25;0,08862728;0;-0,604935548;3;0,28187072;1;1,386085472;1;1,961956329;1;3,253959369;1;3,078432316;1;4,00083867;1;683,0145724;7,911230494;9,480756085;MuitoAlto;Medio;Alto;1460,3347;28,699;9,0112;Hiperendemico;MuitoAlto;Alto
193;551;5218391;PROFESSOR JAMIL;5218391;1094;3228;2,95;30,16;92,78;27,24;13,94;53,75;30,44;9,41;0,076089034;0;0,071035542;0;0,012448983;0;-0,236233527;0;0,558912261;2;0,126868546;0;0,166064933;0;0,349231523;0;2767,590417;135,7867688;2,739364611;Hiperendem;Hiperendem;Medio;983,0215;52,844;1,9291;MuitoAlto;Hiperendemico;Medio
194;552;5218508;QUIRINÓPOLIS;5218508;14177;42871;3,02;27,29;18,89;10,93;10,25;47,96;19,8;4,87;0,014628053;0;2,017880553;2;0,526446535;2;-0,267403805;0;0,320757774;0;0,869157262;2;0,441115838;0;0,014558261;0;810,4722262;41,48469681;2,526083925;MuitoAlto;Hiperendem;Medio;420,2418;29,336;5,7533;MuitoAlto;MuitoAlto;Alto
195;553;5218607;RIALMA;5218607;3357;10447;3,11;8,82;49;8,04;7,93;59,67;26,01;6,67;0,852628874;0;-0,392226443;0;0,226166654;0;0,166233009;0;-0,016887891;0;-0,012762993;0;0,159739202;0;-0,120541092;0;5858,77137;54,46909405;1,10008738;Hiperendem;Hiperendem;Medio;2718,4286;50,6;10,0428;Hiperendemico;Hiperendemico;MuitoAlto
196;554;5218706;RIANÁPOLIS;5218706;1449;4547;3,14;14,29;84,4;12,22;14,82;64,85;30,02;7,59;0,642389309;0;0,132081345;0;0,155780126;0;-0,268219227;0;0,048815383;0;0,039822874;0;0,256279049;0;-0,062668917;0;3385,566523;90,80023056;82,90700107;Hiperendem;Hiperendem;Hiperendem;1164,0244;66,362;32,4463;Hiperendemico;Hiperendemico;Hiperendemico
197;555;5218789;RIO QUENTE;5218789;1082;3258;3,01;20,79;13,77;10,63;5,5;46,53;23,94;9,06;0,416716455;0;0,695993352;0;0,528729297;0;1,909051306;2;1,407416062;2;0,762513745;2;0,307604268;2;0,149014833;0;2300,93751;113,6933139;2,702264601;Hiperendem;Hiperendem;Medio;1214,7488;24,092;1,7611;Hiperendemico;MuitoAlto;Medio
198;556;5218805;RIO VERDE;5218805;55487;175736;3,17;17,36;38,74;7,07;7,35;53,25;20,75;6,71;0,398692064;2;1,298338616;2;0,592790128;2;-0,264526563;0;0,096173645;0;0,75125721;2;0,350971008;2;0,02113906;0;1742,56764;28,41434289;9,618202839;Hiperendem;MuitoAlto;Alto;1165,2883;18,775;5,3541;Hiperendemico;Alto;Alto
199;557;5218904;RUBIATABA;5218904;6347;18761;2,96;17,16;95,04;15,03;9,47;49,5;28,79;8,22;-0,324021541;0;0,351791075;0;-0,113603141;0;0,020566071;0;0,085220973;0;0,036606028;0;0,163465067;0;0,239607467;0;951,5626919;46,95571616;49,47097568;MuitoAlto;Hiperendem;Hiperendem;874,348;39,671;21,0628;MuitoAlto;MuitoAlto;Hiperendemico
200;558;5219001;SANCLERLÂNDIA;5219001;2670;7506;2,81;14,08;91,69;14,98;11,7;48,83;24,19;6,89;0,477548819;0;0,18075593;0;0,002196253;0;0,056981279;0;0,30849557;0;0,395103842;0;0,377196908;0;1,251436599;2;538,2498099;71,9714934;1,453226092;MuitoAlto;Hiperendem;Medio;366,3056;40,654;6,6426;MuitoAlto;Hiperendemico;Alto
201;559;5219100;SANTA BÁRBARA DE GOIÁS;5219100;1858;5747;3,09;11,09;8,02;6,4;12,86;62,88;30,25;10,55;0,517845711;0;0,330677774;0;0,487219457;0;-0,016626246;0;-0,073415555;0;0,045719136;0;0,064044274;0;-0,013804729;0;893,7662925;157,4162541;1,80969155;MuitoAlto;Hiperendem;Medio;1119,3327;56,632;2,0913;Hiperendemico;Hiperendemico;Medio
202;560;5219209;SANTA CRUZ DE GOIÁS;5219209;1108;3136;2,83;57,94;97,02;55,05;14,15;46,59;29,69;8,48;-2,22793443;4;-0,540910041;0;-2,232234506;4;-0,45935942;4;1,12443949;2;0,265585061;2;0,366487973;2;0,616498418;0;98,28670903;12,87872678;2,797842926;Baixo;Alto;Medio;512,464;21,514;2,0225;MuitoAlto;MuitoAlto;Medio
203;561;5219258;SANTA FÉ DE GOIÁS;5219258;1563;4734;3,03;27,32;95,46;21,11;12,74;65,16;25,27;6,59;0,003280816;0;-0,420375178;0;0,002162687;0;0,002368602;0;0,185866455;0;0,083919805;0;0,238274049;0;0,071105431;0;3505,510131;56,51574471;2,087470946;Hiperendem;Hiperendem;Medio;1057,7066;66,869;5,6808;Hiperendemico;Hiperendemico;Alto
204;562;5219308;SANTA HELENA DE GOIÁS;5219308;11871;36279;3,06;15,16;32,99;4,65;12,54;56,89;25,52;7,08;0,242057651;0;-0,272215167;0;0,768269324;0;-0,024551242;0;-0,032294047;0;0,387832781;0;0,377360794;0;0,013994951;0;430,0758287;93,50989332;5,600940165;MuitoAlto;Hiperendem;Alto;803,1812;40,857;17,9294;MuitoAlto;Hiperendemico;MuitoAlto
205;563;5219357;SANTA ISABEL;5219357;1284;3677;2,86;32,09;97,82;30,22;13,34;62,32;33,33;10,05;-0,051096455;0;-0,025826221;0;-0,338878869;0;-0,020351173;0;0,131083125;0;-0,014586637;0;0,125118417;0;-0,243848341;0;216,998519;30,41614149;2,514695556;Alto;MuitoAlto;Medio;713,9502;29,296;7,3926;MuitoAlto;MuitoAlto;Alto
206;564;5219407;SANTA RITA DO ARAGUAIA;5219407;2260;6902;3,05;12,61;98,1;11,68;10,39;61,14;25,49;8,1;1,82921699;0;-2,578958126;4;0,692587719;0;0,703579218;0;-0,149160807;0;0,78582867;0;0,375666212;0;-0,018369641;0;4792,582085;42,24644513;48,26758351;Hiperendem;Hiperendem;Hiperendem;1393,0239;24,667;14,8537;Hiperendemico;MuitoAlto;MuitoAlto
207;565;5219456;SANTA RITA DO NOVO DESTINO;5219456;966;3134;3,24;49,07;45,13;46,89;21,45;66,66;34,99;11,59;0,325815122;0;-0,130461336;0;-0,708100667;0;-0,440749818;0;0,380413364;0;-0,027152033;0;0,013897226;0;0,484243954;0;373,8164347;54,49618694;86,00912257;MuitoAlto;Hiperendem;Hiperendem;693,2977;26,867;22,3072;MuitoAlto;MuitoAlto;Hiperendemico
208;566;5219506;SANTA ROSA DE GOIÁS;5219506;996;2893;2,9;30,22;98,69;20,78;13,9;32,9;37,85;14,06;-0,07924263;0;0,806713923;0;0,014900325;0;-0,030522455;0;-0,596780924;0;-0,163328807;0;-0,145035602;0;0,13323895;0;72,6449217;79,74800138;2,943862371;Baixo;Hiperendem;Medio;590,4405;34,062;10,3417;MuitoAlto;MuitoAlto;MuitoAlto
209;567;5219605;SANTA TEREZA DE GOIÁS;5219605;1379;3977;2,88;18,85;48,37;16,39;14,14;69,11;44,09;21,03;-0,117900666;0;-0,463057019;0;-0,112200311;0;0,178100439;0;0,6977286;0;0,615741629;0;0,496304999;0;0,185652456;0;3143,465303;46,53226999;20,1468586;Hiperendem;Hiperendem;Hiperendem;703,291;44,444;10,333;MuitoAlto;Hiperendemico;MuitoAlto
210;568;5219704;SANTA TEREZINHA DE GOIÁS;5219704;3302;10211;3,09;46,79;85,22;24,89;13,37;64,63;47,09;20,2;1,402702341;1;0,249284025;0;0,217861497;1;0,082023945;0;0,619754836;1;1,41132293;1;0,893408438;1;-0,054171064;0;742,7316049;164,3967018;1,119619757;MuitoAlto;Hiperendem;Medio;675,5973;119,624;3,2514;MuitoAlto;Hiperendemico;Medio
211;569;5219712;SANTO ANTÔNIO DA BARRA;5219712;1434;4416;3,08;29,01;87,52;16,25;17,4;61,54;28,38;9,76;-0,022286012;0;-0,634375778;4;0,295673213;0;-0,387185557;0;-0,087324038;0;0,271488908;0;0,197550967;0;0,026771094;0;1509,441672;43,15970421;2,203783779;Hiperendem;Hiperendem;Medio;781,8669;33,346;5,1422;MuitoAlto;MuitoAlto;Alto
212;570;5219738;SANTO ANTÔNIO DE GOIÁS;5219738;1407;4688;3,33;14,5;90,12;7,11;9,42;58,13;26,58;8,32;0,674097331;0;-0,373649832;0;1,183051458;2;0,938055559;2;-0,012391063;0;0,382736773;0;0,312511104;0;0,721845499;0;359,537834;9,722761013;2,113209198;MuitoAlto;Medio;Medio;888,5209;37,76;3,7986;MuitoAlto;MuitoAlto;Medio
213;571;5219753;SANTO ANTÔNIO DO DESCOBERTO;5219753;17892;63071;3,53;29,33;55,51;17,58;11,03;66,39;40,63;15,35;-0,010623693;0;0,20954374;0;0,156149451;0;0,277394874;2;0,474581978;0;0,257640369;0;0,089237446;0;3,266096516;1;583,6503588;22,55519186;0,206295337;MuitoAlto;MuitoAlto;Baixo;870,4798;12,962;0,2955;MuitoAlto;Alto;Baixo
214;572;5219803;SÃO DOMINGOS;5219803;3295;11147;3,38;39,18;93,81;43,92;22,29;71,78;58,36;36,6;0,034805555;0;0,44031065;0;1,714885845;1;5,176965412;1;2,855491801;1;5,553385559;1;8,768053283;1;2,214504387;1;28,02516425;43,64598642;117,5696639;Baixo;Hiperendem;Hiperendem;138,063;20,317;47,4071;Medio;MuitoAlto;Hiperendemico
215;573;5219902;SÃO FRANCISCO DE GOIÁS;5219902;2020;6086;3,01;29,7;98,32;27,08;14,96;58,99;34,11;13,02;-0,002387188;0;0,507522095;0;-0,018439868;0;-0,135455614;0;0,006687352;0;-0,008542424;0;-0,043262981;0;-0,074355108;0;470,2729626;46,67075043;14,62232956;MuitoAlto;Hiperendem;MuitoAlto;268,229;22,409;3,3831;Alto;MuitoAlto;Medio
216;574;5220009;SÃO JOÃO D'ALIANÇA;5220009;2816;10136;3,6;37,14;94;36,79;14,76;74,43;49,15;20,06;0,170853531;0;0,096611992;0;1,237118394;1;0,289218005;0;1,911732277;1;1,808711467;1;1,469097468;1;1,990612186;1;243,4433848;5,169491573;9,534686757;Alto;Medio;Alto;535,5327;21,2;15,6672;MuitoAlto;MuitoAlto;MuitoAlto
217;575;5220058;SÃO JOÃO DA PARAÚNA;5220058;610;1689;2,77;26,23;15,41;22,62;11,78;48,49;32,3;11,48;0,063767558;0;0,169357321;0;0,00142823;0;0,040259218;0;0,633619288;0;0,015613567;0;0,044034343;0;1,202395792;2;178,4216364;78,76407129;34,06400044;Medio;Hiperendem;Hiperendem;796,546;28,169;27,7782;MuitoAlto;MuitoAlto;Hiperendemico
218;576;5220108;SÃO LUÍS DE MONTES BELOS;5220108;10464;29822;2,85;15,77;43,6;10,52;9,54;51,02;23,98;5,97;0,571891561;0;-0,615680014;0;0,078350566;0;0,126869202;0;0,26950638;0;0,303133477;0;0,370568223;0;1,072239277;2;1848,834844;36,66440626;6,733816299;Hiperendem;MuitoAlto;Alto;845,9072;30,485;2,6839;MuitoAlto;MuitoAlto;Medio
219;577;5220157;SÃO LUÍZ DO NORTE;5220157;1501;4605;3,07;57,89;85,08;18,12;15,81;63,31;37,04;12,33;1,475220507;0;0,13375305;0;-0,131616896;0;0,200566405;0;0,165220448;0;0,051125289;0;-0,004745927;0;-0,004306517;0;131,2470254;57,88247486;2,137879248;Medio;Hiperendem;Medio;742,9119;45,536;11,4631;MuitoAlto;Hiperendemico;MuitoAlto
220;578;5220207;SÃO MIGUEL DO ARAGUAIA;5220207;7264;22111;3,04;45,75;56,17;17,13;11,92;60,09;38,7;14,65;1,652077519;1;-0,047441312;0;-0,408764902;3;-0,368044467;3;0,274889026;1;0,549252668;1;0,261366637;0;0,019189204;0;679,9378663;203,2279854;33,98934396;MuitoAlto;Hiperendem;Hiperendem;510,7169;158,646;18,6769;MuitoAlto;Hiperendemico;MuitoAlto
221;579;5220264;SÃO MIGUEL DO PASSA QUATRO;5220264;1238;3713;3;46,04;61,07;33,44;12,34;44,98;24,47;6,95;-0,143022625;0;0,02787048;0;-0,284594306;0;0,121331761;2;1,211822477;2;0,624867134;2;0,51087749;2;0,047947796;0;498,3339333;29,95888414;2,476954849;MuitoAlto;MuitoAlto;Medio;530,0927;17,523;1,7366;MuitoAlto;Alto;Medio
222;580;5220280;SÃO PATRÍCIO;5220280;701;1990;2,84;41,37;79,89;36,95;11,66;49,72;32,95;8,13;-0,639442299;0;-0,015729788;0;-0,296452337;0;0,157802992;0;0,561010288;0;-0,005944062;0;0,233913889;0;0,598149367;0;104,6060046;16,97584432;3,685692162;Medio;Alto;Medio;376,6041;20,67;7,266;MuitoAlto;MuitoAlto;Alto
223;581;5220405;SÃO SIMÃO;5220405;5526;16863;3,05;3;13,5;3,09;11,43;59,42;21,66;6,23;1,884128215;0;4,961984495;2;0,753384386;0;0,108950235;0;-0,247433327;4;1,345764666;2;0,761040945;2;0,005471679;0;2638,954903;115,5035304;6,055323711;Hiperendem;Hiperendem;Alto;2260,0186;42,132;2,3227;Hiperendemico;Hiperendemico;Medio
224;582;5220454;SENADOR CANEDO;5220454;24260;84282;3,47;18,89;74,74;1,46;8,79;66,17;31,06;9,59;-0,093444991;0;-0,024229249;0;1,102329777;2;0,581419755;0;-0,420490119;0;0,052970588;0;0,035739651;0;0,78063013;0;1099,802589;61,16079021;2,480015401;Hiperendem;Hiperendem;Medio;1120,5901;52,619;2,531;Hiperendemico;Hiperendemico;Medio
225;583;5220504;SERRANÓPOLIS;5220504;2423;7408;3,06;26,78;97,15;22,99;12,1;63,09;22,95;7,3;0,035848993;0;-1,554527474;4;-0,026365821;0;0,141453624;2;-0,206959637;0;1,261083104;2;0,610213352;2;0,015414912;0;2474,706735;6,746343666;56,33301717;Hiperendem;Medio;Hiperendem;804,8105;14,66;22,3442;MuitoAlto;Alto;Hiperendemico
226;584;5220603;SILVÂNIA;5220603;6162;18942;3,07;35,91;60,97;33,35;8,58;50,26;25,51;7,34;0,492482145;1;0,122035492;0;0,047014277;0;0,683264393;2;0,422508986;2;0,174050184;0;0,115686114;0;0,02777192;0;214,6396349;22,26601114;0,644815116;Alto;MuitoAlto;Baixo;338,8591;15,312;4,6449;MuitoAlto;Alto;Medio
227;585;5220686;SIMOLÂNDIA;5220686;1824;6464;3,54;16,61;98,57;18,97;17,53;73,15;56,63;24,29;0,279746446;0;-0,069703683;0;-0,095638968;0;1,5421776;1;2,189481043;1;4,075145287;1;2,786949961;1;3,861331887;1;745,2228343;56,69224543;13,91347464;MuitoAlto;Hiperendem;MuitoAlto;485,304;52,069;5,3957;MuitoAlto;Hiperendemico;Alto
228;586;5220702;SÍTIO D'ABADIA;5220702;832;2798;3,36;40,75;99,28;62,26;22,96;72,85;62,62;35,1;0,567830169;0;0,443475616;0;3,94688355;1;4,240494996;1;2,193180147;1;6,36576964;1;7,515937595;1;1,769150865;1;40,34929471;13,80814708;2,999343398;Baixo;Alto;Medio;154,9272;18,71;9,7778;Medio;Alto;Alto
229;587;5221007;TAQUARAL DE GOIÁS;5221007;1280;3515;2,75;21,41;94,45;18,75;10,94;49,59;22,58;5,63;0,176245822;0;-0,065926022;0;0,082398835;0;0,092429571;0;0,531131228;0;0,420699214;0;0,487373003;0;0,259110018;0;776,879787;108,6544682;2,582711521;MuitoAlto;Hiperendem;Medio;554,7442;32,384;3,9719;MuitoAlto;MuitoAlto;Medio
230;588;5221080;TERESINA DE GOIÁS;5221080;812;2976;3,67;28,57;96,67;28,2;16,72;83,39;49,01;25,25;0,018274191;0;0,270036602;0;0,747507154;1;2,319465104;1;5,12015461;1;2,850642454;1;4,027176966;1;3,658275276;1;327,9067817;13,22822406;2,873621236;MuitoAlto;Alto;Medio;245,319;29,266;9,841;Alto;MuitoAlto;Alto
231;589;5221197;TEREZÓPOLIS DE GOIÁS;5221197;1974;6520;3,3;25,43;92,65;5,57;13,17;59,64;37,34;13,83;0,127760181;0;-0,717103429;0;1,558692254;2;-0,059252071;0;-0,073361662;0;-0,057660915;0;-0,041313137;0;1,084817326;0;483,9195376;31,92312212;1,630667142;MuitoAlto;MuitoAlto;Medio;762,4553;27,289;2,1453;MuitoAlto;MuitoAlto;Medio
232;590;5221304;TRÊS RANCHOS;5221304;944;2813;2,98;26,48;60,17;9;6,54;39,45;27,12;9,43;0,153610619;2;0,062545456;0;0,940392045;2;2,775715235;2;3,613404461;2;0,782162676;2;0,347624632;2;0,021371736;0;419,2648956;13,82057562;3,00203756;MuitoAlto;Alto;Medio;1227,4745;15,864;3,8406;Hiperendemico;Alto;Medio
233;591;5221403;TRINDADE;5221403;31934;103648;3,25;15,32;50,77;3,56;9,34;60,36;28,42;9,1;0,384337452;0;0,819888071;2;0,811868922;2;0,519559608;2;0,015941419;0;0,113818652;0;0,136850506;0;0,240685586;0;870,2092357;62,7648151;2,952347593;MuitoAlto;Hiperendem;Medio;1042,5813;49,956;1,8684;Hiperendemico;Hiperendemico;Medio
234;592;5221452;TROMBAS;5221452;1160;3441;2,97;35,95;98,97;38,28;16,13;65,06;48,36;23,19;-0,007481899;0;-0,469164371;0;0,369667147;0;0,239456241;0;0,566385092;1;1,61199656;1;1,994914791;1;-0,019074362;0;1055,620984;12,13327852;42,07536958;Hiperendem;Alto;Hiperendem;631,162;50,855;72,3532;MuitoAlto;Hiperendemico;Hiperendemico
