ID;CD_GEOCODM;NM_MUNICIP;V8Mo;V8d;V1;V2;V3;V4;V5;V6;V7;V8;DB2001;HB2001;LTB2001;DBC2001;HBC2001;LTBC2001
586;5220702;SÍTIO D'ABADIA;2798;832;40.75;99.28;62.26;22.96;72.85;62.62;35.1;3.36;40.34929471;13.80814708;2.999343398;Baixo;Baixo;Baixo
587;5221007;TAQUARAL DE GOIÁS;3515;1280;21.41;94.45;18.75;10.94;49.59;22.58;5.63;2.75;776.879787;108.6544682;2.582711521;Baixo;Medio;Baixo
588;5221080;TERESINA DE GOIÁS;2976;812;28.57;96.67;28.2;16.72;83.39;49.01;25.25;3.67;327.9067817;13.22822406;2.873621236;Baixo;Baixo;Baixo
589;5221197;TEREZÓPOLIS DE GOIÁS;6520;1974;25.43;92.65;5.57;13.17;59.64;37.34;13.83;3.3;483.9195376;31.92312212;1.630667142;Baixo;Baixo;Baixo
590;5221304;TRÊS RANCHOS;2813;944;26.48;60.17;9;6.54;39.45;27.12;9.43;2.98;419.2648956;13.82057562;3.00203756;Baixo;Baixo;Baixo
591;5221403;TRINDADE;103648;31934;15.32;50.77;3.56;9.34;60.36;28.42;9.1;3.25;870.2092357;62.7648151;2.952347593;Baixo;Medio;Baixo
592;5221452;TROMBAS;3441;1160;35.95;98.97;38.28;16.13;65.06;48.36;23.19;2.97;1055.620984;12.13327852;42.07536958;Baixo;Baixo;Medio
593;5221502;TURVÂNIA;4811;1723;18.86;79.86;17.64;12.1;53.69;32.04;11.03;2.79;714.1104915;40.42968717;2.064581653;Baixo;Baixo;Baixo
594;5221551;TURVELÂNDIA;4387;1379;31.54;85.13;26.25;17.77;70.54;30.82;7.9;3.18;583.5122763;126.3553685;2.215103775;Baixo;Alto;Baixo
595;5221577;UIRAPURU;2921;994;40.85;77.36;34.91;16.19;72.01;41.45;13.88;2.94;237.4072486;79.2235747;24.80111833;Baixo;Medio;Medio
596;5221601;URUAÇU;36642;11710;24.08;56.56;10.49;11.01;66.41;31.2;10.18;3.13;148.9738581;56.03012735;52.1799455;Baixo;Baixo;Medio
597;5221700;URUANA;13767;4745;21.98;88.18;19.37;12.17;52.34;37.64;12.92;2.9;2431.597491;16.92248869;136.7247729;Alto;Baixo;Alto
598;5221809;URUTAÍ;3061;1031;27.64;97.19;26.48;9.02;46.49;25.51;7.95;2.97;323.5269704;55.79897439;2.847909787;Baixo;Baixo;Baixo
599;5221858;VALPARAÍSO DE GOIÁS;132729;39405;24.65;31.06;2.18;5.76;63.42;24.26;8.73;3.37;147.4615134;14.57501917;0.84236707;Baixo;Baixo;Baixo
600;5221908;VARJÃO;3450;1265;38.81;98.34;20.95;15.27;52.69;26.17;7.67;2.73;111.3593948;68.34683483;2.523715439;Baixo;Medio;Baixo
601;5222005;VIANÓPOLIS;12490;3990;31.75;82.33;19.7;8.39;55.03;25.24;6.92;3.13;325.8541951;18.44092757;29.14102796;Baixo;Baixo;Medio
602;5222054;VICENTINÓPOLIS;7281;2350;12.17;96.94;12.89;11.87;52.87;24.26;8.26;3.1;686.2017766;62.39365697;1.484203814;Baixo;Medio;Baixo
603;5222203;VILA BOA;4704;1403;27.44;74.34;22.17;16.02;81.71;46.47;20.74;3.35;45.00690087;9.643379205;2.095980416;Baixo;Baixo;Baixo
604;5222302;VILA PROPÍCIO;4787;1482;59.18;93.05;48.31;19.42;72.07;51.62;24.83;3.23;1513.407917;23.83616839;134.6932629;Medio;Baixo;Alto
605;5300108;BRASILIA;2556511;774021;4.89;11.08;2.16;5.02;56.19;18;6.26;3.3;587.2759557;10.04504372;2.656699198;Baixo;Baixo;Baixo
